what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413510852
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413513363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413520034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413619632
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413623719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413727575
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413734026
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647413739477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413739486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413740861
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647413741312
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413758885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413762124
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413766802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413769676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413769916
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647413781376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413781384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413782799
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647413783211
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413797504
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647413812530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413824110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413909960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413914104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413926666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1647413926680
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413928332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413936714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413938518
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647413938523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413938541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647413940531
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647413941090
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413950241
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413957018
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647413958961
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413964375
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647413978351
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413981734
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647413981756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414029662
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414051392
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647414061845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414069488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414082058
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414082124
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414082141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414309578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414373126
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414453650
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414455245
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414455246
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647414476908
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414480857
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414492359
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1647414492376
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414504450
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414538831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414539056
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414607967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414608191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414675148
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414675370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414675444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414679442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414754094
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414759451
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414798532
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414801628
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414808302
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414817075
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1647414822833
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1647414824003
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414825274
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647414838047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414915015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414915236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414970472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647414971348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415058741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415058886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415076848
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415077073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415097599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415097824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415097864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415110685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415110830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415116062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415119279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415140870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415171576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415797721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647415801291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647421795768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647421797529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647423607458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647423615006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647423619589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647423619813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647423621875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647423662320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647423849760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424086008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424087775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424087999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424090088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424094916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424099089
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647424179489
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647424182069
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424185894
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424185917
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647424200439
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424208963
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424208982
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424214862
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424214863
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424216494
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647424216494
